norm_id,law_name,law_id,source_link,norm_name,norm_text
GR_norm_1,Law 2190/1920,GR_Law_2190_en,https://www.lawspot.gr/nomikes-plirofories/nomothesia/nomos-2190-1920,Article 43b,"Article 43b 
1. Public limited companies publish in the G.E.MH.: a. the annual financial statements legally approved by the regular general assembly, b. the management report and c. the opinion of the statutory auditor or the audit office where required, within twenty (20) days of their approval by the regular general meeting.

Where based on the provision of case 1 of Subparagraph A1 of paragraph A of article 2 of Law 4336/2015 (A' 94) an opinion of a statutory auditor or audit firm is required, the annual financial statements and the management report are published in the form and the content on the basis of which the statutory auditor or audit firm has drawn up the audit certificate. They are also accompanied by the full text of the audit report.

2. Very small joint-stock companies, except for companies that are entities of public interest within the meaning of Annex A' of Law 4308/2014 (A' 251), are exempted from the obligation to publish the management report. For the purpose of implementing this paragraph, the determination of the size of businesses is done, in accordance with article 2 of Law 4308/2014.

3. Personal companies also fall within the scope of this article, when all direct or indirect partners have limited liability due to the fact that they are legal entities in the form of a joint-stock company, a limited liability company, a limited liability company or a private company. capital company"
GR_norm_2,Law 4308/2014,GR_Law_4308_of_24_November_2014_en,https://www.enterprisegreece.gov.gr/images/public/pdf-files/Greek_accounting_standards_-_law_4308_of_24_November_2014_-_English.pdf,Article 2,"Article 2 
Micro entities. Micro entities are entities which at the balance sheet date do not exceed the
limits of at least two of the following three criteria:
a) Total assets: 350.000 euros.
b) Net turnover: 700.000 euros.
c) Average number of employees during the reporting period: 10 people."
GR_norm_3,Law 4308/2014,GR_Law_4308_of_24_November_2014_en,https://www.enterprisegreece.gov.gr/images/public/pdf-files/Greek_accounting_standards_-_law_4308_of_24_November_2014_-_English.pdf,Article 4,"Article 4 
Small entities. Small entities are entities which at the balance sheet date do not exceed the
limits of two of the following three criteria:
a) Total assets: 4.000.000 euros.
b) Net turnover: 8.000.000 euros.
c) Average number of employees during the reporting period: 50 people."
GR_norm_4,Law 4308/2014,GR_Law_4308_of_24_November_2014_en,https://www.enterprisegreece.gov.gr/images/public/pdf-files/Greek_accounting_standards_-_law_4308_of_24_November_2014_-_English.pdf,Article 5,"Article 5 
Medium entities. Medium entities are entities that are not micro entities or small entities, and
which at the balance sheet date do not exceed the limits of two of the following three criteria:
a) Total assets: 20.000.000 euros,
b) Net turnover: 40.000.000 euros,
c) Average number of employees during the reporting period: 250 people."
HR_norm_1,Accounting Law,HR_Accounting_Law_2023,https://www-zakon-hr.translate.goog/z/118/Zakon-o-ra%C4%8Dunovodstvu?_x_tr_sl=hr&_x_tr_tl=en&_x_tr_hl=de&_x_tr_pto=wapp,Article 4,"Article 4. (1) Entrepreneurs are obliged to apply the provisions of this Act. (2) Entrepreneurs in the sense of this Act are: 1. trading company and sole trader determined by regulations governing trading companies 2. a branch of an entrepreneur with headquarters in another member state or a third country, in the Republic of Croatia, as determined by the regulations governing commercial companies 3. a business unit of an entrepreneur from point 1 of this paragraph with its headquarters in another member state or a third country if, according to the regulations of that country, there is no obligation to keep business books and prepare financial statements, and a business unit of an entrepreneur from a member state or a third country that is liable for income tax profit in accordance with the regulations governing taxes, except for the provisions governing the consolidation of annual financial statements (Article 23), audit of annual financial statements (Article 20), annual report (Article 21) and public announcement (Article 30). (3) The provisions of this Act, apart from entrepreneurs from paragraph 2 of this article, must also be applied by every legal and natural person, regardless of paragraphs 4 and 5 of this article, who is liable for profit tax for their entire activity in accordance with the regulations taxes are regulated, except for provisions governing the consolidation of annual financial statements (Article 23), audit of annual financial statements (Article 20), annual report (Article 21) and public announcement (Article 30). (4) The provisions of this Act do not apply to the state budget, to units of local and regional (regional) self-government, budgetary and extra-budgetary users registered in the Register of budgetary and extra-budgetary users, who conduct financial operations and accounting in accordance with the Budget Law. (5) The provisions of this Act do not apply to domestic and foreign associations and their associations, foundations, foundations, institutions, artistic organizations, chambers, trade unions, employers' associations and all other legal entities whose basic purpose of establishment and operation is not the acquisition of profit, for which it follows from special regulations that they are of a non-profit nature, and that they conduct financial operations and accounting in accordance with the Act on Financial Operations and Accounting of Non-Profit Organizations. "
HR_norm_2,Accounting Law,HR_Accounting_Law_2023,https://www-zakon-hr.translate.goog/z/118/Zakon-o-ra%C4%8Dunovodstvu?_x_tr_sl=hr&_x_tr_tl=en&_x_tr_hl=de&_x_tr_pto=wapp,Article 5,"Article 5 (1) Entrepreneurs within the meaning of this Act are classified into micro, small, medium and large depending on the indicators established on the last day of the business year preceding the business year for which the financial statements are drawn up. The indicators on the basis of which entrepreneurs are classified are: – amount of total assets – amount of income – average number of employees during the business year. (2) Micro-entrepreneurs are those who do not exceed the threshold indicators in two of the following three conditions: – total assets 350,000.00 euros – income 700,000.00 euros - average number of employees during the business year - ten employees. (3) Small entrepreneurs are those who are not micro-entrepreneurs and do not exceed the threshold indicators in two of the following three conditions: – total assets of 4,000,000.00 euros – income 8,000,000.00 euros - average number of workers during the business year - 50 workers. (4) Medium-sized entrepreneurs are those whmicro nor small entrepreneurs and do not exceed the threshold indicators in two of the following three conditions: – total assets 20,000,000.00 euros – income 40,000,000.00 euros - average number of workers during the business year - 250 workers. (5) Large entrepreneurs are: 1. entrepreneurs who exceed the threshold indicators in at least two of the three conditions from paragraph 4 of this article 2. banks, savings banks, housing savings banks, electronic money institutions, insurance companies, reinsurance companies,&nbsp;leasing companies, UCITS fund management companies, alternative investment fund management companies, UCITS funds, alternative investment funds, pension companies that manage mandatory pension funds, pension companies that manage voluntary pension funds, voluntary pension funds, mandatory pension funds and pension insurance companies, pension purchase companies, factoring companies, investment companies, stock exchanges, MTP operators, central clearing depository companies , operators he central registry, operators of settlement and/or settlement systems and operators of the Investor Protection Fund, regardless of whether they meet the conditions from point 1 of this paragraph. (6) Newly established entrepreneurs and entrepreneurs with a status change are classified in accordance with paragraphs 2, 3, 4 and 5 of this article based on the indicators for the period from the date of establishment, i.e. change of status until the end of their first business year, i.e. on the last day of that period. For classification purposes, entrepreneurs from this paragraph recalculate the amount of income to the annual level."
HR_norm_3,Accounting Law,HR_Accounting_Law_2023,https://www-zakon-hr.translate.goog/z/118/Zakon-o-ra%C4%8Dunovodstvu?_x_tr_sl=hr&_x_tr_tl=en&_x_tr_hl=de&_x_tr_pto=wapp,Article 20,"Article 20 (1) Annual financial statements and annual consolidated financial statements of entities of public interest and large and medium-sized enterprises that are not entities of public interest are subject to the obligation to audit annual financial statements.
(2) Entrepreneurs who are the parent companies of large and medium-sized groups are also subject to the obligation to audit annual consolidated financial statements if they are not liable for audit in accordance with paragraph 1 of this article.
(3) Parent companies of small groups that do not have the obligation to prepare annual consolidated financial statements are not liable for the audit referred to in paragraph 2 of this article for those annual consolidated financial statements.
(4) If they are not subject to an audit in accordance with paragraphs 1 and 2 of this article, the annual financial statements and annual consolidated financial statements of joint-stock companies, limited partnerships and limited liability companies whose individual or consolidated data in the year preceding the audit are also subject to the audit obligation exceed the indicators in at least two of the following three conditions:
– the amount of total assets EUR 1,990,842.13
- amount of income 3,981,684.25 euros
- the average number of employees during the business year is at least 25.
(5) If they are not liable to be audited in accordance with paragraphs 1, 2 and 4 of this article, the annual financial statements and annual consolidated financial statements of entrepreneurs who have submitted an application for listing their securities on the regulated market are subject to the obligation to audit annual financial statements.
(6) The annual financial statements of entrepreneurs who participated in business mergers, mergers, or divisions as acquirers or newly established companies are also subject to audit if they are not subject to audit obligations according to paragraphs 1, 2, 4 and 5 of this article.
(7) The audit of annual financial statements and annual consolited financial statements and annual reports and consolidated annual reports shall be performed in accordance with this Act and the law regulating the audit.
(8) The audit report must have the date of compilation and the content, form and other details prescribed by the law governing the audit.
(9) The auditor will audit the parts of the statement on the application of the corporate governance code as regulated by the law governing the audit and issue an opinion on it in such a way that it includes: an opinion and a statement whether the statement on the application of the corporate governance code is harmonized with the annual financial statements for the same business year, compiled in accordance with this Act and other regulations and whether, based on the knowledge and understanding acquired during the legal audit of the audited entity and its environment, the auditor determined significant misrepresentations in the statement on the application of the corporate governance code along with a description of the nature of those determined material misstatements.
(10) If the auditor, in accordance with the regulations governing the audit, refrains from expressing an opinion, it is considered that the entrepreneur's obligation from this article has not been fulfilled.
(11) The audit report is kept permanently in the original.
(12) The provisions of this article do not apply to the non-financial report from Article 21.a paragraph 1 of this Act and the consolidated non-financial report from Article 24.a paragraph 1 of this Act nor to the separate reports from Article 21.a paragraph 8 and Article 24.a paragraph 8. of this Act."
HR_norm_4,Accounting Law,HR_Accounting_Law_2023,https://www-zakon-hr.translate.goog/z/118/Zakon-o-ra%C4%8Dunovodstvu?_x_tr_sl=hr&_x_tr_tl=en&_x_tr_hl=de&_x_tr_pto=wapp,Article 30,"Article 30.
  (1) Obligors of public announcement are:
  1. trading company and sole trader determined by regulations governing trading companies
  2. a branch of an entrepreneur with headquarters in another member state or a third country, in the Republic of Croatia, as determined by the regulations governing commercial companies.
  (2) Entrepreneurs from paragraph 1 of this article who are obliged to prepare an annual report in accordance with article 21 of this Act shall submit to the Financial Agency, for public publication, complete and accurate:
  1. annual reports with the associated audit report if their financial statements are subject to audit in accordance with the provisions of Article 20 of this Act
  2. consolidated annual reports with the associated audit report if their financial statements are subject to audit in accordance with the provisions of Article 20 of this Act and if they are liable for consolidation in accordance with the provisions of this Act.
  (3) Entrepreneurs referred to in paragraph 1 of this article who are not obliged to prepare an annual report in accordance with article 21 of this Act shall submit to the Financial Agency, for public announcement, complete and accurate:
  1. annual financial statements with the associated audit report if their financial statements are subject to audit in accordance with the provisions of Article 20 of this Act and
  2. annual consolidated financial statements with the associated audit report if their financial statements are subject to audit in accordance with the provisions of Article 20 of this Act and if they are liable for consolidation in accordance with the provisions of this Act.
  (4) Entrepreneurs from paragraph 1 of this article, in addition to the reports from paragraphs 2 and 3 of this article, are obliged to submit to the Financial Agency a decision on establishing annual financial statements and a proposal for a decision on profit distribution or loss coverage.
  (5) Entrepreneurs referred to in paragraph 1 of this article must submit unconsolidated reports referred to in paragraphs 2 and 3 of this article and the audit report no later than six months from the last day of the business year, and entrepreneurs referred to in paragraph 1 of this article who prepare annual consolidated financial statements, i.e. consolidated annual reports must be submitted together with the audit report no later than nine months from the last day of the business year.
  (6) Entrepreneurs from paragraph 1 of this article who prepare annual financial statements in accordance with article 19, paragraph 9 of this Act, are obliged to submit annual financial statements within ninety days from the date of the change in status, initiation of liquidation proceedings or opening of bankruptcy.
  (7) The parent company that publishes the documentation referred to in Article 25, paragraph 2, item 6 of this Act is obliged to submit it no later than twelve months from the last day of the business year.
  (8) If the entrepreneurs from paragraph 1 of this article, after they have published their reports
  determine that they are substantially incorrect, that is, they decide to change them, they are obliged to submit a notification about this for public publication without delay, and they are obliged to submit the changed reports together with the audit report within a reasonable time, if the entrepreneurs are liable for an audit.
  (9) An entrepreneur who had no business events during the business year, nor has information on assets and liabilities in the business books, is obliged to submit a Statement of Inactivity for the previous business year to the Financial Agency by April 30 of the current year.
  (10) The provisions of this article relating to the obligation of public announcement of a branch of an entrepreneur with its registered office in another member state from paragraph 1, point 2 of this article refer to the accounting documents of the trading company of the founder of the branch, which have been drawn up, audited and which are published in accordance with the law of the member state by which the company of the founder of the branch is regulated, and in the Republic of Croatia are submitted to the Financial Agency in the Croatian language and in a certified translation, for the purpose of public publication in accordance with the deadlines from Article 30, paragraphs 5, 6 and 7 hereof of the Law."
HU_norm_1,Accounting Act ,HU_Accounting_Act_2023,https://net.jogtar.hu/jogszabaly?docid=a0000100.tv,� 154,"� 154. (1)  *  Every entrepreneur maintaining double-entry bookkeeping (including the Hungarian branch of a foreign-based company) is obliged to submit the annual report or the simplified annual report, together with the independent auditor's report containing the auditor's clause or the refusal to provide the clause in the case of a mandatory audit to publish.

(1a)  *  The trustee is exempted from the obligation according to paragraph (1) and from the audit obligation according to � 155 with regard to the audit and publication of the annual report or simplified annual report of the managed assets.

(2)  *  The entrepreneur is obliged to ensure that his employees, employees and members provide the annual report, the simplified annual report, the combined (consolidated) annual report, the auditor's clause or the independent auditor's report containing the refusal to provide the clause in the case of a mandatory audit. (of the parent company) can be viewed and a full or partial copy can be made of them.

(3)  *  If the contractor's published annual report or simplified annual report was not checked by the auditor, or in the case of a mandatory audit, the auditor refused to provide the clause, then the entrepreneur shall, on the balance sheet, profit and loss statement, and supplementary annex of the annual report or simplified annual report prepared by him ( on each copy of these) must include the following text: ""The published data are not supported by an audit.""

(4)  *  The parent company is obliged to publish the combined (consolidated) annual report together with the independent auditor's report including the auditor's clause or the rejection of the clause.

(5)-(6)  * 

(7)  *  The entrepreneur, the Hungarian branch of the foreign-based company fulfills its publication obligation if the annual report, the simplified annual report, the parent company the combined (consolidated) annual report, the auditor's clause or the refusal to provide the clause in the case of a mandatory audit together with an independent auditor's report containing the same shall be sent electronically to the company information service in the manner specified in the law on company publicity, court company proceedings and liquidation.

(8)  *  An entrepreneur who is considered to be an entrepreneur of public interest and who prepares his annual report and consolidated annual report in accordance with IFRS, the documents listed in paragraph (7) together with the business report and the consolidated business report - at the time indicated there - he is obliged to publish it on his website, and to ensure the continuous viewing of the published data at least until the publication of the data for the next second business year.

(9)  *  If the entrepreneur publishes the account and the related business report on the basis of this law or other legislation, or on his own decision, on his website or in some other way, he is obliged to act in accordance with paragraph (3) with regard to the reference to the audit.

(10)  *  An entrepreneur who is not registered in the register of companies - if the law provides for the publication and its method separately - must take care of the publication by the last day of the fifth month following the balance sheet date of the given business year.

(11)  *  If the entrepreneur has not complied with his obligation to deposit and publish and the failure to deposit and publish affects the legitimate interests of a third party, the third party may initiate the legality supervision procedure of the company court.

(12)  *  Viewing of the business report and the combined (consolidated) business report, which is not part of the annual report, must be provided to all interested parties at the headquarters of the entrepreneur or the parent company, and it must be possible for all interested parties to make a full or partial copy of it."
HU_norm_2,Accounting Act ,HU_Accounting_Act_2023,https://net.jogtar.hu/jogszabaly?docid=a0000100.tv,� 8,"� 8 (1) The form of the report depends on the size of the annual net sales, the balance sheet total, the number of employees, and the limits of all these.

(2) The report according to paragraph (1) may be:

a) annual report,

b) simplified annual report,

c) combined (consolidated) annual report,

d) simplified report.

(3)  *  The farmer must support the report according to paragraph (2) with double bookkeeping - with the exception of paragraph (4).

(4)  *  The entrepreneur may prepare a simplified report supported by simple bookkeeping - according to point d ) of paragraph (2) if it is required by this Act or Articles 5-6. is made possible by the government decree referred to in �.

(5)  *  It is the joint obligation of the members within the main governing (management) body, executive body and supervisory board of the entrepreneur - acting in their powers defined by law - to ensure that the annual report, the simplified annual report and the combined (consolidated) annual report (including the annual report prepared in accordance with IFRS and the consolidated annual report based on § 9/A and § 10 paragraphs (2) and (3)), as well as the compilation and publication of the related business report e be done in accordance with the provisions of the law."
HU_norm_3,Accounting Act ,HU_Accounting_Act_2023,https://net.jogtar.hu/jogszabaly?docid=a0000100.tv,Section 9,"Section 9 (1) The entrepreneur managing double bookkeeping must prepare an annual report and a business report, with the exception of the provisions of paragraph (2).

(2)  *  A simplified annual report may be prepared by an entrepreneur with double-entry bookkeeping if, on the balance sheet date, any two of the following three indicator values ​​do not exceed the following limit in two consecutive business years:

a) the balance sheet total is HUF 1,200 million,

b) annual net sales of HUF 2,400 million,

c) the average number of employees in the business year is 50.

(3)  *  The requirements of paragraph (2) shall be met by the publicly operating joint-stock company, the parent company, the entrepreneur of public interest, and the entrepreneur to whom it was issued - § 3 (6) paragraphs 2-3. according to point - stock exchange trading of your securities is authorized or authorization has already been applied for, you may not apply.

(4)  *  An enterprise involved in consolidation that is not considered ent company may prepare a simplified annual report in accordance with paragraph (2) if, based on its records, it can provide the parent company with the information necessary to compile the combined (consolidated) annual report.

(5)  *  For an entrepreneur established without a legal predecessor - when applying the provisions of point b ) of paragraph (2) - if the annual net sales data for one or both of the two business years preceding the business year are missing or only partially available, then the expected annual net sales for the current year sales revenue and - if any - the annual net sales revenue (converted to annual level) of the previous (first) business year must be taken into account. Appropriate application of the foregoing shall also be applied with regard to points a) and c) of paragraph (2) .

(5a  )  .

(6)  *  An entrepreneur who is not required to be audited may also prepare his simplified annual report - based on his own choice - in accordance with the provisions of the government decree pursuant to Section 6 (5) (simplified annual report for micro-entrepreneurs), if the following, any two of the three indicator values ​​indicating the magnitude do not exceed the following limit:

a) the balance sheet total is HUF 100 million,

b) annual net sales of HUF 200 million,

c) the average number of employees in the business year is 10 people.

(6a)  *  You may not prepare a simplified annual report for a micro-entrepreneur

a) an investment company according to Article 2, point 14 of the European Parliament and Council Directive 2013/34/EU,

b) a financial holding company according to Article 2, point 15 of Directive 2013/34/EU of the European Parliament and of the Council.

(7)  *  For an entrepreneur established without a legal predecessor - when applying the provisions of paragraph (6) - if the data for one or both of the two business years preceding the business year are missing or only partially available, then the expected data for the current year and - if available - the previous Annuata (converted to annual level) of the (first) business year must be taken into account.

(8)  *  If an entrepreneur preparing a simplified annual report for a micro-farmer does not meet the conditions according to paragraph (6) for two consecutive business years, then he must prepare an annual report or a simplified annual report from the year following the second business year.

(9)  *  In case of choosing the micro-entrepreneur's simplified annual report according to paragraph (6), the entrepreneur may deviate from his choice - with the exception of paragraph (8) - at the earliest after three business years closed with the micro-entrepreneur's simplified annual report.

(10)  *  If the entrepreneur no longer prepares a micro-entrepreneur's simplified annual report from the next business year, the opening data of the next business year will be the same as the corresponding closing data of the previous business year."
HU_norm_4,Accounting Act ,HU_Accounting_Act_2023,https://net.jogtar.hu/jogszabaly?docid=a0000100.tv,� 155,"� 155 (1) The purpose of the audit is to establish that the annual report, simplified annual report, and the combined (consolidated) annual report prepared by the entrepreneur for the business year have been prepared in accordance with the provisions of this law, and accordingly provide a reliable and true picture of the about the property and financial situation of the entrepreneur (the group of enterprises included in the consolidation) and the result of the operation. During the audit, the consistency and connection of the data of the annual report, the combined (consolidated) annual report and the related business report must also be checked.

(2) The audit is mandatory - with the exception of the provisions in paragraph (3) - for all entrepreneurs who maintain double-entry bookkeeping. In all cases where the audit is not mandatory according to the provisions of this law or other legislation, the entrepreneur may decide to commission an auditor to review the report.

(3)  *  An audit is not mandatory if the following two conditions are met:

a)  *  in the average of the two business years preceding the business year, the entrepreneur's annual net sales (converted to annual level) did not exceed HUF 300 million, and

b) in the average of the two business years preceding the business year, the average number of employees employed by the entrepreneur did not exceed 50 people.

(4)  *  For an entrepreneur established without a legal predecessor - when applying the provisions of paragraph (3) - if the data for one or both of the two business years preceding the business year are missing or only partially available, then the expected data for the current year and - if available - the previous (first) business year data (converted to annual level) must be taken into account.

(4a  )  .

(5) The provisions of paragraph (3) may not be applied:

a) the entrepreneur conducting double bookkeeping where the audit is required by law,

b) the savings association,

c) the company included in the consolidation,

d) the Hungarian branch of the foreign-based company,

e) the entrepreneur who, in accordance with § 4, paragraph (4), deviates from the provisions of the law in exceptional cases - for the sake of a reliable and true picture,

f)  *  a farmer of public interest.

(5a)  *  The provisions of paragraph (3) may not be applied by the entrepreneur in the business year following the current business year, if on the balance sheet date of the current business year, he has a public debt exceeding HUF 10 million that expired more than 60 days ago - according to the law on taxation.

(6)  *  If an audit is mandatory, the main body of the entrepreneur must use the auditor or auditing firm registered in accordance with paragraph (7) to review the annual report or simplified annual report prepared for the business year, to check the veracity and legality of the contents therein - the previous business year when accepting its annual report or simplified annual report, for an entrepreneur established without legal predecessor before thebalance sheet date of the business year - to choose.

(7)  *  An audit firm registered with the Hungarian Chamber of Auditors or a member of the Hungarian Chamber of Auditors may be selected for the audit according to paragraph (6).

(7a)  *  There is no contractual provision or other legal declaration regarding the contractor that obliges the supreme body to choose a specific auditor, auditing firm or auditing firm group in terms of appointment for activities falling within the scope of the audit obligation.

(8)  *  For the mandatory review of the combined (consolidated) annual report, the auditor or auditing firm registered in accordance with paragraph (7) is chosen by the owners of the parent company. The auditor or auditing firm must be elected before the balance sheet date of the business year to be consolidated at the time specified in paragraph (6).

(9)  *  If an auditor or auditing firm was not selected for the review of the combined (consolidated) annual report in accordance with paragraph (8), then the auditor or auditing company of the parent company is also responsible for reviewing the combined (consolidated) annual report. This must be agreed upon in writing with the parent company's auditor or auditing firm by the date specified in paragraph (8).

(10)  *  The provisions of the Civil Code relating to business companies, the Act on company publicity, court proceedings and liquidation, as well as the provisions of the Act on the Hungarian Chamber of Auditors, the activities of auditors, and the public supervision of auditors are are guidelines.

155/A. §  *  (1) The assignment of an auditor or an audit firm pursuant to § 155, subsection (6) may only be terminated on the basis of a suitable reason. A difference of opinion regarding accounting or auditing procedures is not considered a sufficient reason.

(2)  *  The contractor shall notify the authority performing public auditor supervision tasks, specifying the reason, if the chamber member auditor or the auditing firm resigned during the term ofhe assignment, or if the assignment was terminated by the contractor.

155/B. §  *  (1) If the principal body of the client chooses an auditing company to perform the auditing activity, a deputy auditor may be appointed to replace the auditor of the chamber member responsible in person - in case of his/her permanent absence.

(2) A substitute auditor can only be a chamber member auditor who meets all the requirements that the substituted auditor had to meet in order to perform the task.

(3) The deputy auditor and the replaced auditor are obliged to cooperate in order to ensure that the audit activity that is the subject of the assignment is performed properly.

(4) In case of substitution, during the performance of the auditor's activity, the substitute auditor has the same rights and is burdened with the same obligations as the substituted auditor.

155/C. §  *  If the law makes it possible or mandatory to withdraw the independent auditor's report on the annual report, the simplified annual report, the coined (consolidated) annual report, the entrepreneur - unless the law provides otherwise - is obliged to carry out a repeated audit within 90 days of the withdrawal take care of."
IE_norm_1,Companies Act,IE_Companies_Act_2023,https://www.irishstatutebook.ie/eli/2014/act/38/enacted/en/html,� 290,"� 290. (1) The directors of a company shall prepare entity financial statements for the company
in respect of each financial year of it.
(2) The entity financial statements prepared under this section shall be the statutory
financial statements of a company that does not prepare group financial statements
under section 293.
(3) Subject to subsections (5) to (8) and section 296, a companys entity financial
statements shall be prepared either (as the company elects) in accordance with
(a) section 291, or
(b) international financial reporting standards and section 292.
(4) Entity financial statements prepared in accordance with
(a) section 291 shall be known, and are in this Act referred to, as Companies Act
entity financial statements  and this also applies in any ensuing case where
preparation of such statements in accordance with that section is obligatory, or
(b) international financial reporting standards and section 292 shall be known, and are in this Act referred to, as IFRS entity financial statements” — and this also
applies in any ensuing case where preparation of such statements in accordance
with those standards and that section is obligatory.
(5) In respect of a company not trading for the acquisition of gain by its members, entity
financial statements shall be prepared in accordance with section 291.
(6) After the first financial year in which the directors of a company prepare IFRS entity
financial statements (in this section referred to as the “first IFRS year”), all
subsequent entity financial statements of the company shall be prepared in accordance
with international financial reporting standards and section 292 unless there is a
relevant change of circumstances as referred to in subsection (7).
(7) There is a relevant change of circumstances where at any time during or after the first
IFRS year—
(a) the company becomes a subsidiary undertaking of another undertaking that does
not prepare IFRS financial statements,
(b) the company, having re-registered as a private company limited, ceases
to be a company with securities admitted to trading on a regulated market in an
EEA state, or
(c) a holding undertaking of the company ceases to be an undertaking with securities
admitted to trading on a regulated market in an EEA state.
(8) Where, following a relevant change of circumstances, Companies Act entity financial
statements are prepared in relation to a company, the directors of the company may
subsequently prepare IFRS entity financial statements for the company and
subsections (6) and (7) shall apply as if the financial year for which such IFRS entity
financial statements are subsequently prepared was the first IFRS year."
IE_norm_2,Companies Act,IE_Companies_Act_2023,https://www.irishstatutebook.ie/eli/2014/act/38/enacted/en/html,� 291,"� 291. (1) Companies Act entity financial statements in relation to a company for any financial
year of it shall comprise
(a) a balance sheet as at the financial year end date,
(b) a profit and loss account for the financial year, and
(c) any other additional statements and information required by the financial
reporting framework adopted in relation to the company.
(2) Companies Act entity financial statements shall give a true and fair view of the assets,
liabilities and financial position of the company as at the financial year end date and
of the profit or loss of the company for the financial year.
(3) Companies Act entity financial statements shall comply with
(a) the provisions of Schedule 3 as to the accounting principles to be applied, the
form and content of the balance sheet and profit and loss account and the
additional information to be provided by way of notes to the financial statements, (b) applicable accounting standards, and
(c) the other provisions of this Act.
(4) Where compliance with Schedule 3, applicable accounting standards and the other
provisions of this Act as to the matters to be included in entity financial statements (or
in notes to those financial statements) would not be sufficient to give a true and fair
view of the matters referred to in subsection (2), the necessary additional information
shall be given in the entity financial statements or a note to them.
(5) If in special circumstances compliance with any of the provisions of this Act (even if
additional information were provided under subsection (4)) is inconsistent with the
requirement to give a true and fair view of the matters referred to in subsection (2),
the directors of the company shall depart from that provision to the extent necessary
to give a true and fair view.
(6) Particulars of any departure under subsection (5), the reasons for it and its effect shall
be given in a note to the financial statements of the company.
(7) A company shall ensure—
(a) that its Companies Act entity financial statements include a atement as to
whether they have been prepared in accordance with applicable accounting
standards and identify the standards in question, and
(b) that any material departure from those standards, the effect of the departure and
the reasons for it are noted in the Companies Act entity financial statements.
(8) Accounting standards are applicable to a company’s entity financial statements if
those standards are, in accordance with their terms, relevant to the company’s
circumstances and those entity financial statements.
(9) If a company fails to comply with any of subsections (2) to (7), the company and any
officer of it who is in default shall be guilty of a category 2 offence.
(10) In any proceedings against a person in respect of an offence under subsection (9), it
shall be a defence to prove that the defendant had reasonable grounds for believing
and did believe that—
(a) a competent and reliable person was charged with the duty of ensuring that the
provisions of the subsection concerned were complied and
(b) the latter person was in a position to discharge that duty.
(11) In subsection (9) “officer” includes any shadow director and de facto direc"
IE_norm_3,Companies Act,IE_Companies_Act_2023,https://www.irishstatutebook.ie/eli/2014/act/38/enacted/en/html,� 333,"� 333. The directors of a company shall arrange for the statutory financial statements of the
company for a financial year to be audited by statutory auditors unless the company is
entitled to, and chooses to avail itself of, the audit exemption."
IE_norm_4,Companies Act,IE_Companies_Act_2023,https://www.irishstatutebook.ie/eli/2014/act/38/enacted/en/html,� 350,"350. (1) In this section “qualifying conditions” means the conditions referred to in subsection
(5) or (6), as appropriate.
(2) A company that is not excluded by subsection (11) qualifies as a small company or a
medium company in relation to its first financial year if the qualifying conditions are
satisfied in respect of that year.
(3) A company that is not excluded by subsection (11) qualifies as a small company in
relation to a subsequent financial year—
(a) if the qualifying conditions are satisfied in respect of that year and the preceding
financial year,
(b) if the qualifying conditions are satisfied in respect of that year and the company
qualified as a small company in relation to the preceding financial year,
(c) if the qualifying conditions were satisfied in the preceding financial year and the
company qualified as a small company in relation to that year.
(4) A company that is not excluded by subsection (11) qualifies as a medium company in
relation to a subsequent financial year—
(a) if thying conditions are satisfied in respect of that year and the preceding
financial year,
(b) if the qualifying conditions are satisfied in respect of that year and the company
qualified as a medium company in relation to the preceding financial year,
(c) if the qualifying conditions were satisfied in the preceding financial year and the
company qualified as a medium company in relation to that year.
(5) The qualifying conditions for a small company are satisfied by a company in relation
to a financial year in which it fulfils 2 or more of the following requirements:
(a) the amount of the turnover of the company does not exceed €8.8 million;
(b) the balance sheet total of the company does not exceed €4.4 million;
(c) the average number of employees of the company does not exceed 50.
(6) The qualifying conditions for a medium company are satisfied by a company in
relation to a financial year in which it fulfils 2 or more of the following requirements: (a) the amount of the turnover of the company does not ex €20 million;
(b) the balance sheet total of the company does not exceed €10 million;
(c) the average number of employees of the company does not exceed 250.
(7) In this section “amount of the turnover”, in relation to a company, means the amount
of the turnover shown in the company’s profit and loss account.
(8) In the application of this section to any period which is a financial year but is not in
fact a year, the amounts specified in subsections (5)(a) and (6)(a) shall be
proportionately adjusted.
(9) In this section “balance sheet total”, in relation to a company, means the aggregate of
the amounts shown as assets in the company’s balance sheet.
(10) For the purposes of subsections (5)(c) and (6)(c), the average number of employees of
a company shall be determined by applying the method of calculation prescribed by
section 317 for determining the number required by subsection (1)(a) of that section
to be stated in a note to the financial statements of a company.
(11) This section shall nopany if it is—
(a) a holding company that prepares group financial statements, or
(b) a company falling within any provision (in so far as applicable to a private
company limited by shares) of Schedule "
